pdf_row_id,Bounds,Page,Path,filePaths,attributes.BBox,attributes.NumCol,attributes.NumRow,attributes.Placement,attributes.SpaceAfter,attributes.BackgroundColor,attributes.BlockAlign,attributes.BorderColor,attributes.BorderStyle,attributes.BorderThickness,attributes.ColIndex,attributes.Height,attributes.InlineAlign,attributes.RowIndex,attributes.Width,HasClip,Lang,Text,TextSize,Font.alt_family_name,Font.embedded,Font.encoding,Font.family_name,Font.font_type,Font.italic,Font.monospaced,Font.name,Font.subset,Font.weight,attributes.LineHeight,attributes.TextAlign,attributes.RowSpan
157,"[63.17399597167969, 329.98699951171875, 67.27400207519531, 334.0870056152344]",5.0,//Document/L[10]/LI[2]/Lbl/Figure,,"[63.47739999999976, 330.1109999999899, 67.19729999999981, 333.83099999999104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,"[72.52400207519531, 323.98899841308594, 259.6439971923828, 340.9389953613281]",5.0,//Document/L[10]/LI[2]/LBody,,,,,,,,,,,,,,,,,False,,"enforcement of judicial proceedings, and ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,
159,"[63.17399597167969, 309.98699951171875, 67.27400207519531, 314.0870056152344]",5.0,//Document/L[10]/LI[3]/Lbl/Figure,,"[63.47739999999976, 310.19199999999546, 67.19729999999981, 313.9109999999928]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,"[72.52400207519531, 303.98899841308594, 311.99400329589844, 320.9389953613281]",5.0,//Document/L[10]/LI[3]/LBody,,,,,,,,,,,,,,,,,False,,management and disposition of acquired properties. ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,
161,"[42.52400207519531, 275.78900146484375, 376.1739959716797, 292.73899841308594]",5.0,//Document/P[27],,,,,,11.25,,,,,,,,,,,False,en,Funds advanced for this purpose are referred to as “servicing advances.” ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,12.0,,
162,"[42.52400207519531, 222.58900451660156, 538.6439971923828, 267.53900146484375]",5.0,//Document/P[28],,,,,,14.125,,,,,,,,,,,False,en,"Servicing advances may be recovered from the borrower, insurance proceeds, claims settlements, or other available sources, except as described below. Fannie Mae will reimburse the servicer for certain unrecovered losses under the following circumstances: ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,14.0,,
163,"[63.17399597167969, 200.38699340820312, 67.27400207519531, 204.48699951171875]",5.0,//Document/L[11]/LI/Lbl/Figure,,"[63.47739999999976, 200.51599999999598, 67.19729999999981, 204.23599999999715]",,,Block,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,"[72.52400207519531, 180.38900756835938, 547.9940032958984, 211.33900451660156]",5.0,//Document/L[11]/LI/LBody,,,,,,,,,,,,,,,,,False,,"when the expense relates to protection of the security or foreclosure costs for a portfolio mortgage loan, or ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,
165,"[63.17399597167969, 166.38699340820312, 67.27400207519531, 170.48699951171875]",5.0,//Document/L[11]/LI[2]/Lbl/Figure,,"[63.47739999999976, 166.55699999999342, 67.19729999999981, 170.2769999999946]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,"[72.52400207519531, 160.38900756835938, 392.3840026855469, 177.33900451660156]",5.0,//Document/L[11]/LI[2]/LBody,,,,,,,,,,,,,,,,,False,,for an MBS mortgage loan serviced under the special servicing option. ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,
167,"[42.52400207519531, 90.18899536132812, 552.6439971923828, 149.13900756835938]",5.0,//Document/P[29],,,,,,18.0,,,,,,,,,,,False,en,"Fannie Mae will not reimburse the servicer for unrecovered losses for costs, losses, or other items that the servicer agreed to hold Fannie Mae harmless against under its warranties or indemnification agreements or for advances made in connection with litigation or proceedings that Fannie Mae did not approve (if its approval was specifically required). ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,14.0,,
168,"[42.52400207519531, 752.1889953613281, 551.2839965820312, 783.1390075683594]",6.0,//Document/P[30],,,,,,18.0,,,,,,,,,,,False,en,In no event may the servicer recover its servicing advances for a specific mortgage loan from the P&I payments for another mortgage loan or from the T&I deposits in another borrower’s account. ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,14.0,,
169,"[42.52400207519531, 710.7530059814453, 248.98199462890625, 734.4830017089844]",6.0,//Document/H2[9],,,,,,18.0,,,,,,,,,,,False,en,Recent Related Announcements ,14.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,16.75,,
170,"[42.52400207519531, 679.7890014648438, 501.2740020751953, 696.7389984130859]",6.0,//Document/P[31],,,,,,16.0,,,,,,,,,,,False,en,The table below provides references to recently issued Announcements that are related to this topic. ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,12.0,,
171,"[53.27400207519531, 463.08900451660156, 456.9739990234375, 661.218994140625]",6.0,//Document/Table[4],['tables/fileoutpart3.xlsx'],"[42.47829999999885, 452.2659999999887, 553.0569999999716, 670.6569999999774]",2.0,6.0,Block,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,"[132.03399658203125, 645.3190002441406, 216.29400634765625, 661.218994140625]",6.0,//Document/Table[4]/TR/TH,,"[42.47829999999885, 636.3379999999888, 302.86799999998766, 670.6569999999774]",,,,,"[1, 1, 1]",Middle,"[[0.7019649999999729, 0.7019649999999729, 0.7019649999999729], [0.7019649999999729, 0.7019649999999729, 0.7019649999999729], None, [0.7019649999999729, 0.7019649999999729, 0.7019649999999729]]","['Solid', 'Solid', 'None', 'Solid']","[0.875, 0.375, 0, 0.375]",0.0,34.375,Center,0.0,260.375,,,,,,,,,,,,,,,,,
173,"[132.03399658203125, 645.3190002441406, 216.29400634765625, 661.218994140625]",6.0,//Document/Table[4]/TR/TH/P,,,,,,,,,,,,,,,,,False,en,Announcements ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed-Bold,True,700.0,12.0,,
174,"[400.83399963378906, 645.3190002441406, 456.9739990234375, 661.218994140625]",6.0,//Document/Table[4]/TR/TH[2],,"[302.02799999999115, 636.3379999999888, 553.8969999999972, 670.6569999999774]",,,,,"[1, 1, 1]",Middle,"[0.7019649999999729, 0.7019649999999729, 0.7019649999999729]",Solid,"[0.875, 0.375, 0.375, 0.875]",1.0,34.375,Center,0.0,251.875,,,,,,,,,,,,,,,,,
175,"[400.83399963378906, 645.3190002441406, 456.9739990234375, 661.218994140625]",6.0,//Document/Table[4]/TR/TH[2]/P,,,,,,,,,,,,,,,,,False,en,Issue Date ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed-Bold,True,700.0,12.0,,
176,"[53.27400207519531, 610.0890045166016, 186.06399536132812, 627.0390014648438]",6.0,//Document/Table[4]/TR[2]/TD,,"[42.47829999999885, 600.2199999999721, 302.86799999998766, 637.1779999999853]",,,,,"[1, 1, 1]",Middle,"[[0.7019649999999729, 0.7019649999999729, 0.7019649999999729], [0.7019649999999729, 0.7019649999999729, 0.7019649999999729], None, [0.7019649999999729, 0.7019649999999729, 0.7019649999999729]]","['Solid', 'Solid', 'None', 'Solid']","[0.375, 0.375, 0, 0.375]",0.0,37.0,Start,1.0,260.375,,,,,,,,,,,,,,,,,
177,"[53.27400207519531, 610.0890045166016, 186.06399536132812, 627.0390014648438]",6.0,//Document/Table[4]/TR[2]/TD/P/Reference,,,,,,,,,,,,,,,,,False,en,(<http://singlefamily.fanniemae.com/media/document/pdf/announcement-svc-2023-02-servicing-guide-update>)Announcement SVC-2023-02 ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,12.0,,
178,"[313.29400634765625, 610.0890045166016, 379.2539978027344, 627.0390014648438]",6.0,//Document/Table[4]/TR[2]/TD[2],,"[302.02799999999115, 600.2199999999721, 553.8969999999972, 637.1779999999853]",,,,,"[1, 1, 1]",Middle,"[0.7019649999999729, 0.7019649999999729, 0.7019649999999729]",Solid,"[0.375, 0.375, 0.375, 0.875]",1.0,37.0,Start,1.0,251.875,,,,,,,,,,,,,,,,,
179,"[313.29400634765625, 610.0890045166016, 379.2539978027344, 627.0390014648438]",6.0,//Document/Table[4]/TR[2]/TD[2]/P,,,,,,,,,,,,,,,,,False,en,"April 12, 2023 ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,12.0,,
180,"[53.27400207519531, 573.3390045166016, 186.06399536132812, 590.2890014648438]",6.0,//Document/Table[4]/TR[3]/TD,,"[42.47829999999885, 562.7809999999881, 302.86799999998766, 601.0599999999977]",,,,,"[1, 1, 1]",Middle,"[[0.7019649999999729, 0.7019649999999729, 0.7019649999999729], [0.7019649999999729, 0.7019649999999729, 0.7019649999999729], None, [0.7019649999999729, 0.7019649999999729, 0.7019649999999729]]","['Solid', 'Solid', 'None', 'Solid']","[0.375, 0.375, 0, 0.375]",0.0,38.25,Start,2.0,260.375,,,,,,,,,,,,,,,,,
181,"[53.27400207519531, 573.3390045166016, 186.06399536132812, 590.2890014648438]",6.0,//Document/Table[4]/TR[3]/TD/P/Reference,,,,,,,,,,,,,,,,,False,en,(<https://singlefamily.fanniemae.com/media/document/pdf/announcement-svc-2022-06-servicing-guide-update>)Announcement SVC-2022-06 ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,12.0,,
182,"[313.29400634765625, 573.3390045166016, 390.1739959716797, 590.2890014648438]",6.0,//Document/Table[4]/TR[3]/TD[2],,"[302.02799999999115, 562.7809999999881, 553.8969999999972, 601.0599999999977]",,,,,"[1, 1, 1]",Middle,"[0.7019649999999729, 0.7019649999999729, 0.7019649999999729]",Solid,"[0.375, 0.375, 0.375, 0.875]",1.0,38.25,Start,2.0,251.875,,,,,,,,,,,,,,,,,
183,"[313.29400634765625, 573.3390045166016, 390.1739959716797, 590.2890014648438]",6.0,//Document/Table[4]/TR[3]/TD[2]/P,,,,,,,,,,,,,,,,,False,en,"August 10, 2022 ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,12.0,,
184,"[53.27400207519531, 536.5890045166016, 186.06399536132812, 553.5390014648438]",6.0,//Document/Table[4]/TR[4]/TD,,"[42.47829999999885, 525.3429999999935, 302.86799999998766, 563.6209999999846]",,,,,"[1, 1, 1]",Middle,"[[0.7019649999999729, 0.7019649999999729, 0.7019649999999729], [0.7019649999999729, 0.7019649999999729, 0.7019649999999729], None, [0.7019649999999729, 0.7019649999999729, 0.7019649999999729]]","['Solid', 'Solid', 'None', 'Solid']","[0.375, 0.375, 0, 0.375]",0.0,38.25,Start,3.0,260.375,,,,,,,,,,,,,,,,,
185,"[53.27400207519531, 536.5890045166016, 186.06399536132812, 553.5390014648438]",6.0,//Document/Table[4]/TR[4]/TD/P/Reference,,,,,,,,,,,,,,,,,False,en,(<https://singlefamily.fanniemae.com/media/document/pdf/announcement-svc-2022-05-servicing-guide-update>)Announcement SVC-2022-05 ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,12.0,,
186,"[313.29400634765625, 536.5890045166016, 374.86399841308594, 553.5390014648438]",6.0,//Document/Table[4]/TR[4]/TD[2],,"[302.02799999999115, 525.3429999999935, 553.8969999999972, 563.6209999999846]",,,,,"[1, 1, 1]",Middle,"[0.7019649999999729, 0.7019649999999729, 0.7019649999999729]",Solid,"[0.375, 0.375, 0.375, 0.875]",1.0,38.25,Start,3.0,251.875,,,,,,,,,,,,,,,,,
187,"[313.29400634765625, 536.5890045166016, 374.86399841308594, 553.5390014648438]",6.0,//Document/Table[4]/TR[4]/TD[2]/P,,,,,,,,,,,,,,,,,False,en,"July 13, 2022 ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,12.0,,
188,"[53.27400207519531, 499.83900451660156, 186.06399536132812, 516.7890014648438]",6.0,//Document/Table[4]/TR[5]/TD,,"[42.47829999999885, 489.3439999999973, 302.86799999998766, 526.18299999999]",,,,,"[1, 1, 1]",Middle,"[[0.7019649999999729, 0.7019649999999729, 0.7019649999999729], [0.7019649999999729, 0.7019649999999729, 0.7019649999999729], None, [0.7019649999999729, 0.7019649999999729, 0.7019649999999729]]","['Solid', 'Solid', 'None', 'Solid']","[0.375, 0.375, 0, 0.375]",0.0,36.875,Start,4.0,260.375,,,,,,,,,,,,,,,,,
189,"[53.27400207519531, 499.83900451660156, 186.06399536132812, 516.7890014648438]",6.0,//Document/Table[4]/TR[5]/TD/P/Reference,,,,,,,,,,,,,,,,,False,en,(<http://singlefamily.fanniemae.com/media/document/pdf/announcement-svc-2021-06-servicing-guide-update>)Announcement SVC-2021-06 ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,12.0,,
190,"[313.29400634765625, 499.83900451660156, 402.71400451660156, 516.7890014648438]",6.0,//Document/Table[4]/TR[5]/TD[2],,"[302.02799999999115, 489.3439999999973, 553.8969999999972, 526.18299999999]",,,,,"[1, 1, 1]",Middle,"[0.7019649999999729, 0.7019649999999729, 0.7019649999999729]",Solid,"[0.375, 0.375, 0.375, 0.875]",1.0,36.875,Start,4.0,251.875,,,,,,,,,,,,,,,,,
191,"[313.29400634765625, 499.83900451660156, 402.71400451660156, 516.7890014648438]",6.0,//Document/Table[4]/TR[5]/TD[2]/P,,,,,,,,,,,,,,,,,False,en,"September 8, 2021 ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,12.0,,
192,"[53.27400207519531, 463.08900451660156, 186.06399536132812, 480.03900146484375]",6.0,//Document/Table[4]/TR[6]/TD,,"[42.47829999999885, 452.2659999999887, 302.86799999998766, 490.18399999999383]",,,,,"[1, 1, 1]",Middle,"[[0.7019649999999729, 0.7019649999999729, 0.7019649999999729], None, None, [0.7019649999999729, 0.7019649999999729, 0.7019649999999729]]","['Solid', 'None', 'None', 'Solid']","[0.375, 0, 0, 0.375]",0.0,37.875,Start,5.0,260.375,,,,,,,,,,,,,,,,,
193,"[53.27400207519531, 463.08900451660156, 186.06399536132812, 480.03900146484375]",6.0,//Document/Table[4]/TR[6]/TD/P/Reference,,,,,,,,,,,,,,,,,False,en,(<https://singlefamily.fanniemae.com/media/document/pdf/announcement-svc-2019-05-servicing-guide-update>)Announcement SVC-2019-05 ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,12.0,,
194,"[313.29400634765625, 463.08900451660156, 374.86399841308594, 480.03900146484375]",6.0,//Document/Table[4]/TR[6]/TD[2],,"[302.02799999999115, 452.2659999999887, 553.8969999999972, 490.18399999999383]",,,,,"[1, 1, 1]",Middle,"[[0.7019649999999729, 0.7019649999999729, 0.7019649999999729], None, [0.7019649999999729, 0.7019649999999729, 0.7019649999999729], [0.7019649999999729, 0.7019649999999729, 0.7019649999999729]]","['Solid', 'None', 'Solid', 'Solid']","[0.375, 0, 0.375, 0.875]",1.0,37.875,Start,5.0,251.875,,,,,,,,,,,,,,,,,
195,"[313.29400634765625, 463.08900451660156, 374.86399841308594, 480.03900146484375]",6.0,//Document/Table[4]/TR[6]/TD[2]/P,,,,,,,,,,,,,,,,,False,en,"July 10, 2019 ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,12.0,,
196,"[42.52400207519531, 371.48500061035156, 497.7720031738281, 422.60499572753906]",6.0,//Document/H1[5],,,,,,18.0,,,,,,,,,,,False,en,"A2-1-02, Servicer’s Duties and Responsibilities Related to MBS Mortgage Loans (12/09/2020) ",16.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,24.0,,
197,"[42.52400207519531, 309.1029968261719, 122.56199645996094, 332.83299255371094]",6.0,//Document/H2[10],,,,,,9.625,,,,,,,,,,,False,en,Introduction ,14.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,16.75,,
198,"[42.52400207519531, 289.33900451660156, 193.343994140625, 306.28900146484375]",6.0,//Document/P[32],,,,,,10.375,,,,,,,,,,,False,en,This topic contains the following: ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,12.0,,
199,"[63.17399597167969, 273.03700256347656, 67.27400207519531, 277.1369934082031]",6.0,//Document/L[12]/LI/Lbl/Figure,,"[63.47739999999976, 273.2329999999929, 67.19729999999981, 276.95299999999406]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,"[72.52400207519531, 267.03900146484375, 183.35400390625, 283.98899841308594]",6.0,//Document/L[12]/LI/LBody/Reference,,,,,,,,,,,,,,,,,False,,(<>)Nature of the MBS Trust ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,
201,"[63.17399597167969, 259.03700256347656, 67.27400207519531, 263.1369934082031]",6.0,//Document/L[12]/LI[2]/Lbl/Figure,,"[63.47739999999976, 259.1939999999886, 67.19729999999981, 262.91399999998976]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,"[72.52400207519531, 253.03900146484375, 156.71400451660156, 269.98899841308594]",6.0,//Document/L[12]/LI[2]/LBody/Reference,,,,,,,,,,,,,,,,,False,,(<>)Prohibited Actions ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,
203,"[63.17399597167969, 245.03700256347656, 67.27400207519531, 249.13699340820312]",6.0,//Document/L[12]/LI[3]/Lbl/Figure,,"[63.47739999999976, 245.153999999995, 67.19729999999981, 248.87399999999616]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,"[72.52400207519531, 239.03900146484375, 291.78399658203125, 255.98899841308594]",6.0,//Document/L[12]/LI[3]/LBody/Reference,,,,,,,,,,,,,,,,,False,,(<>)Servicing Requirements of MBS Mortgage Loans ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,
205,"[42.52400207519531, 184.5030059814453, 197.68600463867188, 208.23300170898438]",6.0,//Document/H2[11],,,,,,18.0,,,,,,,,,,,False,en,Nature of the MBS Trust ,14.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,16.75,,
206,"[42.52400207519531, 111.53900146484375, 545.8639984130859, 170.48899841308594]",6.0,//Document/P[33],,,,,,18.0,,,,,,,,,,,False,en,"The MBS Trust Agreements and the Trust Indentures clarify and document the various roles and capacities of Fannie Mae, including its responsibilities regarding the servicing of MBS mortgage loans. MBS mortgage loans are subject to a Trust Indenture or a Trust Agreement. The MBS trust documents are the governing documents for a Fannie Mae MBS trust and ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,14.0,,
207,"[63.17399597167969, 772.1869964599609, 67.27400207519531, 776.2870025634766]",7.0,//Document/L[13]/LI/Lbl/Figure,,"[63.47739999999976, 772.292999999976, 67.19729999999981, 776.0129999999772]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,"[72.52400207519531, 766.1889953613281, 236.5240020751953, 783.1390075683594]",7.0,//Document/L[13]/LI/LBody,,,,,,,,,,,,,,,,,False,,include key servicing requirements; ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,
209,"[63.17399597167969, 752.1869964599609, 67.27400207519531, 756.2870025634766]",7.0,//Document/L[13]/LI[2]/Lbl/Figure,,"[63.47739999999976, 752.3739999999816, 67.19729999999981, 756.0939999999828]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,"[72.52400207519531, 746.1889953613281, 450.04400634765625, 763.1390075683594]",7.0,//Document/L[13]/LI[2]/LBody,,,,,,,,,,,,,,,,,False,,"set forth Fannie Mae’s roles as issuer, master servicer, guarantor, and trustee; and ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,
211,"[63.17399597167969, 732.1869964599609, 67.27400207519531, 736.2870025634766]",7.0,//Document/L[13]/LI[3]/Lbl/Figure,,"[63.47739999999976, 732.3339999999735, 67.19729999999981, 736.0539999999746]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,"[72.52400207519531, 726.1889953613281, 298.58399963378906, 743.1390075683594]",7.0,//Document/L[13]/LI[3]/LBody,,,,,,,,,,,,,,,,,False,,describe the servicer’s role as the direct servicer. ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,
213,"[42.52400207519531, 655.9889984130859, 554.9940032958984, 714.9389953613281]",7.0,//Document/P[34],,,,,,11.25,,,,,,,,,,,False,en,"Under the MBS Trust Agreements and the Trust Indentures, mortgage loans and the proceeds of those mortgage loans are held by Fannie Mae as trustee for the benefit of the MBS trusts and their beneficial owners, the MBS investors. The servicer is responsible for servicing MBS mortgage loans for the MBS trusts that own the mortgage loans. ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,14.0,,
214,"[42.52400207519531, 602.7890014648438, 540.7539978027344, 647.7389984130859]",7.0,//Document/P[35],,,,,,11.25,,,,,,,,,,,False,en,"Fannie Mae is also the master servicer for the MBS trusts, and, in that capacity, contracts with the servicer as the direct servicer and has the responsibility for assuring that servicing is performed in accordance with the Trust Agreement or the Trust Indenture, as applicable. ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,14.0,,
215,"[42.52400207519531, 521.5890045166016, 552.3739929199219, 594.5390014648438]",7.0,//Document/P[36],,,,,,13.25,,,,,,,,,,,False,en,"Daily servicing operations are performed by the direct servicers pursuant to the MSSC, the Servicing Guide, the MBS commitment and any other applicable agreement (such as a variance or special requirement) applicable to the purchase and servicing of mortgage loans in MBS trusts. The Trust Agreement uses the term “Servicing Contract” to refer to any of the agreements between the servicer and Fannie Mae relating to the servicing of MBS mortgage loans. ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,14.0,,
216,"[42.52400207519531, 496.3890075683594, 310.03399658203125, 513.3390045166016]",7.0,//Document/P[37],,,,,,14.25,,,,,,,,,,,False,en,"By servicing MBS mortgage loans, the servicer agrees that ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,12.0,,
217,"[63.17399597167969, 474.18699645996094, 67.27400207519531, 478.28700256347656]",7.0,//Document/L[14]/LI/Lbl/Figure,,"[63.47739999999976, 474.3449999999866, 67.19729999999981, 478.0649999999878]",,,Block,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,"[72.52400207519531, 426.1889953613281, 550.7740020751953, 485.1390075683594]",7.0,//Document/L[14]/LI/LBody,,,,,,,,,,,,,,,,,False,,"a successor to Fannie Mae as master servicer for the MBS trusts automatically will succeed to the rights of Fannie Mae under any Servicing Contract and will have authority to enforce the terms and conditions of the applicable Servicing Contract, including the authority to terminate the servicer, in accordance with the terms of the Servicing Contract, and to appoint a replacement servicer; and ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,
219,"[63.17399597167969, 412.18699645996094, 67.27400207519531, 416.28700256347656]",7.0,//Document/L[14]/LI[2]/Lbl/Figure,,"[63.47739999999976, 412.30699999998615, 67.19729999999981, 416.0269999999873]",,,Block,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,"[72.52400207519531, 378.1889953613281, 548.1439971923828, 423.1390075683594]",7.0,//Document/L[14]/LI[2]/LBody,,,,,,,,,,,,,,,,,False,,"Fannie Mae as trustee, on behalf of the trusts, and Fannie Mae as guarantor are third-party beneficiaries of the Servicing Contract between that servicer and Fannie Mae as master servicer, with the authority to enforce such contract under certain conditions. ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,
221,"[42.52400207519531, 293.98899841308594, 549.7039947509766, 366.9389953613281]",7.0,//Document/P[38],,,,,,18.0,,,,,,,,,,,False,en,"The servicer’s duties and responsibilities and its obligations under the Lender Contract do not change on the basis of whether the mortgage loan is a portfolio or MBS mortgage loan. Fannie Mae has fiduciary responsibilities to MBS certificate holders, and as such it imposes certain restrictions on the servicer’s authority as it relates to servicing MBS mortgage loans (some of which also may apply to mortgage loans that are not securitized). ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,14.0,,
222,"[42.52400207519531, 252.55299377441406, 160.38999938964844, 276.2830047607422]",7.0,//Document/H2[12],,,,,,18.0,,,,,,,,,,,False,en,Prohibited Actions ,14.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,16.75,,
223,"[42.52400207519531, 221.58900451660156, 441.343994140625, 238.53900146484375]",7.0,//Document/P[39],,,,,,14.25,,,,,,,,,,,False,en,The servicer must not take the following actions with respect to an MBS mortgage loan: ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,12.0,,
